influencer_id,platform,date,URL,caption,reach,likes,comments
56,Instagram,2024-09-16,http://www.mendoza-butler.net/,Security fight music authority.,177075,2240,2378
6,YouTube,2024-10-05,https://www.fox-buckley.com/,Here more miss one.,77487,3142,1196
47,Instagram,2024-12-17,https://williams-davis.com/,General pressure good glass value.,92943,2643,597
46,Instagram,2025-01-03,http://jackson-winters.com/,Professor big office fear positive state seek.,152822,5408,1693
88,Instagram,2025-04-29,http://thompson.com/,Off color weight write visit believe.,94127,3479,1950
86,Instagram,2024-09-28,https://www.tanner.com/,Remember study learn really.,141187,1340,1543
46,Twitter,2024-11-30,https://www.garcia.com/,Former price shoulder population.,109016,7309,658
53,Twitter,2024-08-22,http://www.lewis.info/,Region develop civil government and view.,115921,6966,1661
96,Instagram,2025-06-20,http://www.smith.com/,Drug of plant wall.,24753,1072,188
31,Instagram,2024-09-04,http://stephenson-reid.com/,His push data situation entire understand Mrs.,36675,3128,441
23,YouTube,2024-11-29,http://www.sanchez-adams.com/,Assume star such send much Congress.,44767,3060,922
4,Instagram,2025-04-21,https://braun.net/,Forward late be dinner machine thought need.,93311,1830,707
95,YouTube,2024-09-08,http://baker.com/,West result our task hope.,84307,3022,1030
53,Twitter,2025-02-14,http://hines-boone.com/,Building detail thank really.,142456,4481,1382
95,Instagram,2024-12-16,http://www.rivera.com/,Fight parent blood music.,12144,358,106
35,Instagram,2025-05-11,https://young.com/,How check hospital affect alone attention above foreign.,136845,11309,389
90,Instagram,2025-05-09,http://www.li.org/,Long term war as scene.,144336,7594,2483
49,Instagram,2025-03-21,http://hill-morris.com/,Between price star quickly certainly.,17305,1267,173
61,Instagram,2025-02-02,http://www.edwards.com/,Attention time pressure next type.,86161,5104,947
26,YouTube,2025-07-07,http://thomas-lawson.biz/,Policy second would.,132931,6832,1073
45,YouTube,2025-04-24,http://clark-williams.com/,Ten when pay place walk work lawyer.,109426,6920,1962
30,Instagram,2024-07-27,https://mays.info/,By citizen family success possible.,33256,3081,7
4,Twitter,2024-07-23,https://www.clark.com/,Next suggest last quality.,71353,4407,813
25,YouTube,2024-09-16,https://www.fisher.net/,Only model score federal plant.,56074,2570,422
43,YouTube,2025-07-01,http://www.james-stewart.net/,Necessary smile charge.,26347,1765,310
9,YouTube,2024-07-26,http://gonzalez-smith.com/,Spring woman central some actually.,9902,673,114
45,Twitter,2024-07-31,http://clark.net/,Red enjoy religious appear measure live list.,128030,8013,749
66,YouTube,2025-05-02,https://jacobs-castro.com/,Star reflect million air system activity professor.,115403,7494,1506
87,Twitter,2025-03-23,https://hobbs.com/,Former why indicate southern important.,164605,8616,2697
43,Instagram,2024-11-24,http://lewis.com/,Rather modern forget across from bad quality.,26330,1604,236
15,YouTube,2024-11-01,https://garcia.com/,Worker everybody example statement guess budget cut.,173562,12492,2451
23,Twitter,2024-07-23,https://www.scott.com/,Yard some low.,78671,5987,794
34,Instagram,2024-10-08,https://herring-wilson.com/,To century part early feeling hold do.,99938,4376,1161
14,Twitter,2024-09-24,http://www.williams-thomas.com/,Together home leave thousand get.,174948,9086,2270
56,YouTube,2025-06-20,http://www.burton.com/,Read bad country discover.,89223,8194,443
94,YouTube,2025-01-19,https://www.brown.com/,Resource though heart window.,48208,3527,672
56,Twitter,2025-05-14,http://www.watson.net/,Language friend then here news thought.,129669,8112,1288
66,Instagram,2025-03-12,https://jones.org/,Among toward travel strategy mother wife sell plan.,104095,5362,688
50,Twitter,2025-04-13,http://fisher.biz/,Nice industry sit.,22301,1049,130
25,YouTube,2024-10-27,http://berg.info/,Occur forward call majority hold.,61077,3558,438
6,Twitter,2025-02-18,https://wong.biz/,Walk force discover direction figure seat.,103145,5659,1157
56,Instagram,2025-04-14,http://olson.com/,Scientist around police professor require produce.,97952,3974,1093
67,Twitter,2024-08-30,https://rogers.com/,Administration quality already source artist what about drop.,35208,769,225
88,Twitter,2025-07-03,http://oneill-kaufman.com/,Four heavy college wall next agreement central.,88101,4952,1530
95,Twitter,2025-06-12,http://bass.com/,Size education professional.,77756,3639,770
86,Instagram,2024-10-28,http://www.beck-farmer.biz/,Allow my professor involve political through.,91327,4532,781
47,YouTube,2024-10-05,http://www.hughes.net/,Economy building morning job total.,98853,3307,1245
9,Twitter,2025-06-30,http://www.esparza-williams.net/,Whether edge whether save remember.,16566,792,198
43,Twitter,2025-04-13,https://robinson.com/,Fact out impact as once medical month.,36232,1520,402
41,Twitter,2025-05-22,http://www.olsen-simmons.com/,Quite sort total.,175733,9129,1078
16,Twitter,2024-09-28,http://vazquez.com/,Perform page continue.,36261,2174,625
39,Twitter,2024-10-21,https://www.middleton-phillips.org/,Off career case court all contain.,125267,11657,772
40,Twitter,2025-01-17,http://arnold.com/,Upon son expect cell home before side.,39400,2114,825
53,YouTube,2024-11-22,http://www.smith.net/,Hospital glass meeting image nature lead party.,95228,3162,666
52,Twitter,2024-12-29,http://www.bishop.com/,Black relate near will heart.,85435,3373,530
38,Twitter,2025-04-10,http://marquez.biz/,Me manager other operation order blood cut.,191341,10874,3708
17,Instagram,2024-12-10,https://www.jacobs-lane.org/,Play once people finally network agree hold condition.,48597,1869,267
54,Twitter,2025-04-20,http://walker-johnson.com/,Hit hour the buy.,72775,1717,1394
49,Twitter,2024-12-10,http://gentry.com/,Go system activity sometimes.,34956,1419,50
96,Instagram,2025-03-19,http://www.wilkinson.org/,Style sea military away how nothing.,47335,2258,766
79,Twitter,2025-05-12,https://khan-clark.org/,Check industry pretty close either character.,82251,3126,824
39,YouTube,2025-06-29,http://kelly-williams.info/,Class account interest learn buy really analysis.,102223,4191,1340
71,Instagram,2025-02-21,https://www.howell.com/,Although recently speak rule.,103126,4862,1093
39,YouTube,2024-09-02,https://lewis.org/,Space at change nice art keep.,114031,7324,499
27,YouTube,2024-11-06,http://www.myers.com/,Range effect wall produce.,25157,1900,293
75,Twitter,2025-02-08,https://dalton.com/,Several meet growth store attack.,127148,10301,1345
84,YouTube,2025-02-22,https://www.hudson-logan.com/,West difference time only.,233571,11993,4742
60,YouTube,2024-11-18,https://brown-martinez.com/,Nice Mr foot less.,153431,6907,2279
57,Twitter,2025-06-28,https://smith-steele.com/,Bag present idea claim kitchen specific offer.,210818,16311,1091
28,Twitter,2025-06-13,http://www.padilla.biz/,Actually resource top kind civil in.,186678,13285,225
61,Twitter,2024-12-31,https://www.frost-hensley.com/,Pattern blood similar citizen model toward someone customer.,80403,740,695
22,Twitter,2025-01-24,http://www.edwards.com/,Nothing account rock create.,186862,14957,1937
11,YouTube,2025-01-22,https://www.odonnell-simon.com/,Paper will air.,148153,3318,219
66,Twitter,2025-02-22,https://www.bird.net/,Understand only choice movie together hospital.,132333,7633,1301
82,Twitter,2025-02-28,https://arnold-turner.org/,Beat ability team quickly stay.,25268,1218,87
43,Instagram,2025-01-21,https://jones.net/,Face out their century treatment.,36073,2068,191
97,Instagram,2025-04-07,https://rosales.net/,Recently business option group.,48254,1390,467
87,YouTube,2024-10-26,http://www.rhodes.com/,Million forget voice look indeed.,204982,6207,2566
29,Instagram,2025-04-16,http://www.johnson.com/,Herself strong feeling amount especially network effect.,18798,641,177
19,Instagram,2024-12-29,https://velasquez.biz/,Describe region physical outside can.,6832,265,27
6,Instagram,2024-11-30,http://www.moss.com/,Produce rather cultural sell box cause.,193605,9816,1258
61,Twitter,2025-02-15,http://sullivan-kelly.com/,Work appear player edge fine.,120286,5744,1069
99,Instagram,2024-10-15,https://williams-jones.com/,General fish compare including goal great others employee.,229534,14954,1686
59,YouTube,2025-04-24,https://hill-hanson.com/,During section resource simple.,57566,2561,-86
81,Twitter,2025-04-25,https://www.irwin-bennett.com/,Tonight performance plant fear.,71791,5552,1308
25,Twitter,2025-01-11,https://www.salazar-mathews.net/,Ready claim true government lawyer accept cover same.,62278,3832,719
90,YouTube,2024-08-02,https://www.diaz.info/,Skill table inside hour else outside like.,287009,20777,2686
64,YouTube,2024-09-26,http://www.foster.net/,Mouth true near whole rise technology.,72801,1301,802
32,Instagram,2024-11-06,http://miller.net/,Region song top street population surface general.,30778,663,208
84,Twitter,2024-07-24,http://www.cantrell.com/,Get instead full.,131613,11021,1896
1,Instagram,2025-01-21,http://www.day.com/,Yeah real source serious.,25340,2017,263
100,YouTube,2025-05-05,http://www.becker.info/,Race hotel election moment dog candidate time.,32530,2617,412
29,Instagram,2024-12-22,http://cortez.com/,Admit southern popular.,16051,741,90
90,Twitter,2025-04-18,http://www.bush-allen.info/,Cause kid college drop president word.,106112,7271,2074
60,Instagram,2024-09-18,http://bradley.net/,Statement eye bank develop oil really.,69351,4248,467
72,Instagram,2024-11-25,https://ball.com/,Last doctor sell enjoy.,129433,4938,735
16,YouTube,2025-05-07,https://www.reynolds-flores.com/,Rule admit tax admit.,36477,1217,414
18,YouTube,2025-05-11,http://salazar.com/,Woman marriage sure thousand cold film own.,55922,2528,305
86,Twitter,2025-01-24,https://thompson.biz/,Fall way process involve three.,104299,6790,1304
72,Twitter,2024-10-07,http://nguyen.com/,Special stand among positive mouth book.,111363,5789,1532
41,YouTube,2024-10-20,https://www.thompson.net/,According your page top himself hold receive.,102069,6212,682
79,Twitter,2025-04-24,http://www.tucker-pierce.com/,Pm material notice at.,156278,5428,152
65,YouTube,2025-04-28,http://www.wilson.net/,School affect where.,42046,2142,475
71,YouTube,2025-01-12,http://kramer.net/,Apply return enjoy decade police say smile.,108869,6833,184
21,Twitter,2025-07-21,https://hays-gilbert.info/,Focus success suffer language stay.,13733,354,92
61,YouTube,2024-08-03,http://www.morris-roberts.org/,Before yes want same foot through.,115531,3788,933
34,Instagram,2025-04-16,http://www.scott.com/,They probably answer.,106861,4110,1515
82,YouTube,2025-05-06,https://livingston.info/,A understand I company.,37530,2274,645
99,Twitter,2025-06-30,http://cox.com/,Three hard while threat.,76029,2589,979
63,Twitter,2025-03-27,https://campbell-jones.info/,Later region wrong sort good main.,49709,2854,346
31,YouTube,2025-03-16,http://www.vargas-morgan.biz/,Bring common question now PM.,44784,2099,709
57,Instagram,2025-01-24,http://www.robertson.biz/,Number reduce police white have.,193075,10957,1533
92,YouTube,2025-03-28,https://www.barton.com/,Article make result.,37452,1548,448
31,YouTube,2024-08-09,https://www.rodriguez.com/,Thank nothing American popular.,39221,2188,799
43,YouTube,2025-02-21,https://www.bryant-smith.com/,Role spring point.,37630,1636,602
70,Instagram,2025-01-13,http://www.williams-young.com/,Hour thus wish yet Mr player.,37722,348,187
18,Instagram,2024-12-22,https://williams.biz/,Bring threat thing remain card.,30146,1295,304
30,YouTube,2024-11-13,https://hernandez.org/,Bar various lead street.,68343,3864,608
89,Instagram,2024-11-14,https://www.houston.com/,Key help free be authority wrong else.,176234,1018,1969
91,Instagram,2024-10-04,https://carson.com/,Control great nice hotel.,110868,2264,1742
9,YouTube,2024-08-28,https://garcia.org/,Field official often me several add number.,12990,541,170
53,YouTube,2024-10-07,https://www.mcdowell.com/,Play always public person note eat yes.,187093,10035,2103
70,YouTube,2024-12-10,http://stewart.net/,Because break himself a performance issue.,37183,1227,526
54,Instagram,2025-02-13,http://castillo.com/,Pressure side visit memory television.,50936,2619,387
27,YouTube,2024-08-12,http://haney-walsh.com/,Poor about game face.,45694,2589,693
50,Twitter,2025-06-02,http://www.brown-baker.com/,Outside standard mention trade life year.,15644,697,79
90,Instagram,2025-06-23,http://lee-gomez.com/,Spend last allow power bag leg.,144164,8296,1987
98,Twitter,2025-01-18,http://rojas.org/,Group program ground article seek raise walk exactly.,68323,4604,1146
49,YouTube,2024-10-28,https://watson.net/,Manage music where lead.,29786,2607,182
1,YouTube,2024-09-29,https://www.joyce-thomas.org/,Suffer parent many some including different.,17490,252,305
39,YouTube,2024-08-08,https://taylor-galloway.org/,End middle reason.,117566,5747,1340
54,Twitter,2024-11-04,http://boone.com/,Million moment house since sport season sing.,46571,4606,495
96,Twitter,2025-03-09,https://www.wilson-chandler.com/,Bar attorney couple party former bank leg.,36333,2344,450
70,Twitter,2025-02-06,http://www.little.info/,Money wall vote drug already.,44359,1516,548
29,YouTube,2024-08-10,https://berry.org/,Better can friend bit south according.,31867,2450,572
29,YouTube,2025-06-28,http://www.snyder.com/,Source now quality impact beat always mention.,18901,570,177
56,YouTube,2025-05-15,http://www.williamson.com/,Hospital seek score old hair network until.,113730,8175,174
4,YouTube,2024-12-07,http://gross.com/,Rise feel within control protect.,102528,4802,806
44,Twitter,2024-08-13,https://dunlap.com/,Care father side opportunity performance thought.,98572,1666,1391
87,YouTube,2024-10-24,https://hurley.com/,Carry dream particularly opportunity sea evening after far.,168503,4077,593
93,Instagram,2024-09-07,http://www.crosby.info/,Prevent oil maybe tell even town.,140975,11754,1226
60,Instagram,2025-05-21,https://cohen.net/,Hour bad social bag support practice or.,66563,3001,574
80,Twitter,2025-06-17,https://www.campos-saunders.com/,Miss million will capital concern investment suggest.,59668,2918,527
4,YouTube,2025-05-05,http://kim.info/,Race account win itself security significant instead everything.,87076,7573,1361
76,Twitter,2025-05-02,http://www.lambert.org/,Wife brother deep network great forget deep.,121919,3397,2787
85,Instagram,2025-01-19,https://johnson.net/,Radio weight organization vote coach.,22636,1138,223
11,Twitter,2025-06-01,http://www.mooney.com/,Their career weight fish since local.,110499,5205,788
55,Instagram,2024-10-01,https://www.torres-hayden.com/,Station plan yes education score.,57658,2845,419
60,Instagram,2025-05-11,https://kirby-horton.org/,Collection husband never at high.,87631,4568,764
7,YouTube,2024-10-30,http://www.ramsey-kaiser.com/,How professor peace will.,31721,-95,490
49,YouTube,2025-01-23,https://phillips-mills.biz/,College plan pressure.,35406,302,293
28,YouTube,2025-06-29,http://www.oconnell-fitzgerald.com/,Imagine lay keep chance.,144551,3158,883
42,YouTube,2025-07-01,http://www.fox.com/,Design its fact small.,56297,4787,826
98,YouTube,2024-10-08,http://cain-thornton.net/,Month wonder economy answer.,117021,7540,509
36,YouTube,2025-06-28,http://www.miller-luna.net/,Idea own condition.,45840,2740,178
33,Instagram,2025-02-20,https://www.murphy-oliver.com/,Old exactly big green laugh agree.,83054,3753,674
61,Instagram,2024-08-11,https://www.miller-garcia.com/,Simply west break place.,134472,7918,1102
96,Twitter,2025-05-24,https://mercer-howard.com/,Reach animal measure rich.,45615,1294,596
7,YouTube,2025-05-27,http://harvey-hall.com/,Author through source strategy wear owner.,26471,1159,307
29,Twitter,2024-08-07,http://macias.com/,Beautiful enter admit left.,14892,1019,135
9,Twitter,2024-12-29,http://oconnor.com/,His expert author leg.,10412,739,67
6,Instagram,2024-10-20,https://hunt.info/,Our order similar former.,84117,1587,1096
32,Instagram,2024-12-03,http://www.gaines.com/,Positive money trouble similar agency box.,25805,2195,-10
3,Twitter,2025-05-04,http://www.melendez-curtis.com/,Lawyer share floor phone.,39001,2114,371
20,Instagram,2025-05-02,https://rodriguez.com/,Wall notice experience within thought.,57762,3349,566
17,YouTube,2024-10-20,http://www.york.info/,Yes discover style some cause over time.,50097,2619,538
86,Instagram,2025-01-18,https://www.lin-cook.com/,True happen there number physical above.,110794,5413,1278
73,Instagram,2025-03-12,https://www.nunez.info/,Word fight pattern scene nearly.,48328,1113,662
60,Twitter,2024-11-10,https://thomas-dunn.info/,Painting speech population instead air.,111190,5150,1122
33,YouTube,2025-01-26,http://smith.info/,Conference guess none them recent wife science image.,76615,3003,468
22,Twitter,2025-05-04,http://williams.com/,These offer along rise themselves.,166197,5057,2001
78,Twitter,2024-12-27,https://spears.com/,Few culture inside central evening rather recent.,104716,7391,1294
92,Instagram,2024-11-11,https://www.jacobson.com/,Miss other would.,45382,3161,831
100,Instagram,2025-07-21,https://barton.org/,Study begin should daughter.,51969,685,187
40,Instagram,2025-01-24,http://www.edwards.com/,Institution treatment plan generation.,27293,1378,343
75,Instagram,2024-12-03,https://pugh-kim.net/,Garden pressure free produce style.,128037,6880,796
40,Twitter,2024-11-16,http://www.heath.biz/,Born along hard might government live.,27400,599,147
87,YouTube,2025-01-06,http://jackson.com/,Science impact raise address.,109554,3339,1672
51,Twitter,2024-08-28,http://henry.biz/,Service miss seem size record economic country.,146166,15003,1822
26,Instagram,2025-07-04,https://blake.com/,Standard also decision who.,163626,5372,2209
76,Twitter,2024-09-02,https://www.white.info/,Thousand thing behavior our perhaps set.,111896,5867,2551
81,Instagram,2024-11-04,https://www.richmond.com/,Guy three later bank scene treat role.,112793,8232,731
14,Twitter,2025-03-25,https://www.nguyen.com/,Take member address study and set word.,179250,15310,1230
99,YouTube,2025-06-06,https://www.fields.com/,Usually under organization grow collection herself.,289144,18550,2078
88,Twitter,2024-11-12,https://www.jennings.com/,Pass responsibility condition up husband base.,107781,7485,1412
16,Twitter,2024-11-11,https://flores.com/,Study seven difficult street investment growth.,21892,776,191
6,YouTube,2024-12-21,http://garza.biz/,Difference several response drug establish reach accept.,127417,7952,1387
69,YouTube,2024-10-30,http://lee.com/,Month stage value always hit skin play.,32592,1877,425
85,YouTube,2025-04-29,http://hamilton.net/,Too about research peace decade loss.,25427,1820,360
9,Twitter,2025-01-12,https://quinn.info/,Among recognize very center catch minute.,13352,648,22
83,YouTube,2024-10-28,http://young.com/,Line writer color listen start.,179087,9698,2034
2,YouTube,2025-06-26,https://graham-wong.com/,Tough best me huge eye light investment.,92067,2612,1405
63,Instagram,2025-05-28,http://www.jones.org/,Nearly myself close between detail security avoid.,51850,3299,525
56,YouTube,2025-05-31,http://guzman.com/,Wife lead choice ready agent cup.,113002,7770,838
82,YouTube,2024-11-25,http://coleman.info/,Memory television also each three man forward.,53558,2182,419
91,Instagram,2024-08-16,https://www.trevino-mcgrath.info/,Age time about fear moment.,85769,4669,652
56,Instagram,2025-03-12,http://www.mejia.com/,Economic religious will.,147381,4732,1336
94,Twitter,2025-07-02,http://www.gutierrez-daniel.info/,Everybody traditional Republican language scientist.,61609,4863,676
84,YouTube,2025-06-29,http://www.rivers.info/,Politics visit certain medical might item purpose.,226921,4603,2572
79,Twitter,2024-08-29,https://www.padilla.com/,Hope condition why at.,167186,8634,2562
100,YouTube,2024-08-16,https://reynolds-anderson.info/,Card table church.,36095,2822,775
60,YouTube,2024-10-20,https://johnson.com/,Pattern notice maintain memory.,96962,3984,1674
94,Twitter,2024-10-25,http://www.vasquez.com/,Save water yes on.,96553,3817,762
35,YouTube,2025-01-13,https://costa-anthony.biz/,Mrs keep born close.,184876,4272,999
32,Instagram,2024-10-21,http://www.burnett.info/,Nice successful speech some fire movement.,28427,984,279
36,YouTube,2025-05-22,https://washington.biz/,Beyond cell move stay parent.,55848,4524,279
32,YouTube,2025-05-13,https://harris.com/,Interest call my style.,47295,2162,461
73,Twitter,2025-03-17,http://lane.net/,Choose white miss.,98665,2717,1175
86,YouTube,2024-10-13,http://www.coleman.org/,Peace language however.,126944,7597,1452
44,Instagram,2024-10-07,https://gonzales.org/,Animal tough join coach.,212963,7931,1564
64,YouTube,2025-05-16,http://www.jackson.com/,Possible attack direction four weight.,80749,3140,550
24,YouTube,2025-07-14,https://brown.com/,Draw hot laugh a name which light.,187664,14714,1341
28,YouTube,2024-11-19,http://lamb.com/,Morning show training third all measure.,126189,7499,913
34,YouTube,2024-12-29,https://www.ellis.com/,Experience listen movie finally.,98892,5345,239
36,Twitter,2025-05-29,https://frank.biz/,Positive yourself center herself field.,73170,6286,507
90,YouTube,2025-01-30,http://www.parsons.com/,Kid mother common throw bag.,146458,8160,1709
72,Instagram,2024-08-02,http://valdez.com/,Thousand chair very worry.,171646,15483,1564
67,Instagram,2025-04-27,https://www.savage.info/,Program bring partner trip suggest music without own.,44173,990,280
11,Instagram,2025-04-09,https://www.wright-harris.net/,Score degree represent medical adult prepare.,104414,8968,773
93,YouTube,2024-09-20,https://www.williams.net/,True Republican write more we.,162503,8071,2590
63,Twitter,2025-01-24,http://edwards.com/,Concern general physical explain truth prevent wish product.,85450,3365,645
98,Instagram,2025-05-12,http://carter-coleman.com/,Same wide up read they media conference know.,111973,7125,2153
89,YouTube,2024-11-03,https://www.white.com/,Technology family with design ball.,167276,7161,2166
83,Twitter,2024-10-10,https://stevens.biz/,Oil often gun establish stuff brother foreign shake.,206542,13716,2589
63,YouTube,2025-05-26,https://www.schwartz.org/,Account budget ground between foreign.,66332,4867,1121
3,Instagram,2024-12-07,https://www.graham-sosa.com/,Build return pretty night put design account occur.,31827,1484,341
38,Instagram,2025-04-23,http://www.jones.info/,Red receive sister large buy down.,240030,8079,2842
52,Twitter,2025-04-14,http://davis.net/,Too morning couple a spend.,164243,8306,2692
32,YouTube,2025-02-03,http://smith.com/,Wife allow rule sing.,39769,2025,127
85,Twitter,2024-11-04,http://www.duke.biz/,Similar account media teach value move foreign challenge.,26467,1665,550
48,YouTube,2025-02-13,http://copeland.com/,While doctor control huge skill happy key.,13056,710,146
71,Twitter,2025-05-08,https://barrett.net/,Owner place girl debate according maintain even.,196148,9433,2235
45,YouTube,2025-02-27,https://www.thompson.com/,Own think return why fall.,122578,6586,952
96,Twitter,2024-12-16,http://www.odom.org/,Test method if each.,37081,2650,180
43,YouTube,2025-06-01,http://www.collier-rodriguez.com/,Director street meeting well hot true career.,31927,1149,510
90,YouTube,2025-02-04,https://www.clark-hester.info/,Former reveal free still activity.,100421,3898,1193
35,YouTube,2025-02-10,https://www.barrera.biz/,Media course risk down major fire.,276727,13472,1999
33,Instagram,2025-07-07,https://www.rogers-newman.com/,Mission seem dream Republican walk.,103640,2180,-103
16,Twitter,2024-12-01,http://pennington.org/,Piece argue politics wrong rich over police.,40005,1598,195
25,YouTube,2024-10-24,http://www.levine-dunn.com/,Smile class majority child production red.,78174,4289,561
16,Twitter,2025-06-19,https://alexander.info/,Senior response foreign speech.,24504,1652,324
69,Twitter,2025-06-13,http://www.warner.com/,Win hard Mrs view.,47712,4147,221
24,Instagram,2024-12-10,https://www.collins-melendez.com/,Relationship citizen crime turn radio feeling.,89491,3236,874
28,Twitter,2024-07-23,https://quinn.com/,Town list their listen all long bad.,169042,7636,1987
62,YouTube,2024-12-15,https://www.ross.com/,Always agent type his.,67954,5359,651
93,Twitter,2024-08-12,http://www.mcknight-dorsey.com/,Contain common field.,196880,11193,2418
98,Twitter,2025-07-21,http://www.garcia-mcdaniel.com/,Memory newspaper moment establish either each reason.,101442,5980,1340
77,YouTube,2025-04-08,http://brewer-zhang.com/,Fund know politics than provide sometimes certain.,68478,3693,927
